"","year","CITYGB","name_short","name","total_population_adm","total_population_city","non_agri_population_admin","non_agri_population_city","natural_growth_admin","natural_growth_city","AREA","PROVGB","EPROV","ECITY","CPROV","CCITY","CNTYGB","ECNTY","CCNTY","zhigong_number_adm","zhigong_number_city","total_wage_adm","total_wage_city","average_wage_adm","average_wage_city","gdp_adm","gdp_city","fdi_cont_adm","fdi_cont_city","fdi_real_adm","fdi_real_city","year_linear","post_t"
"5110-1998","1998","5110","内江","内江",416.55,"136.54",70.41,"32.08",5.83,"5.33",0.504,51,"Sichuan","Neijiang","四川","内江市",NA,NA,NA,22.8,9.77,"128705","63337",5645,"6483",1259093,474595,3106,652,1045,219,6,TRUE
"5110-1999","1999","5110","内江","内江",418.6,"137.1",71.59,"32.34",3.65,"4.26",0.504,51,"Sichuan","Neijiang","四川","内江市",NA,NA,NA,21,9,"126011","57179",5864,"6425",1331242,502579,1345,105,49,9,7,TRUE
"5110-2000","2000","5110","内江","内江",419.92,"    137.46",72.67,"    32.49",2.92,"    3.55",0.504,51,"Sichuan","Neijiang","四川","内江市",NA,NA,NA,19.62,8.64,"    132543","    63069",6756,"    7300",1448017,526516,1666,60,51,51,8,TRUE
"5110-2001","2001","5110","内江","内江",420.06,"137.51",73.49,"32.66",2.28,"3.34",0.504,51,"Sichuan","Neijiang","四川","内江市",NA,NA,NA,17.92,7.89,"148059","70734",8262.22,"8965.02",1604308,581737,952,882,520,450,9,TRUE
"5110-2002","2002","5110","内江","内江",420.26,"137.88",75.19,"33.46",2.7,"3.98",0.504,51,"Sichuan","Neijiang","四川","内江市",NA,NA,NA,18.33,7.66,"171101","79324",9334.48,"10355.61",1782231,644568,1010,10,1026,26,10,TRUE
"5110-2003","2003","5110","内江","内江",421.25,"138.57",78.11,"34.29",3.38,"3.98",0.504,51,"Sichuan","Neijiang","四川","内江市",NA,NA,NA,21.26,9.4,"216337","103138",10175.78,"10972.13",2003189,721972,695,625,601,601,11,TRUE
"5110-2004","2004","5110","内江","内江",420.68,"138.53",79.31,"34.16",3.08,"3.69",0.504,51,"Sichuan","Neijiang","四川","内江市",NA,NA,NA,21.34,9.3,"238008","111097",11153.14,"11945.91",2435401,872659,1406,1172,620,620,12,TRUE
"5111-1994","1994","5111","乐山","乐山",668.22,"110.47",105.15,"38.43",6.7,"5.7",1.195,51,"Sichuan","Leshan","四川","乐山市",NA,NA,NA,55.73,19.1,"197578","70637",3600.18,"3723.62",1342414,362895,NA,NA,NA,NA,1,FALSE
"5111-1995","1995","5111","乐山","乐山",671.23,"111.14",108.35,"39.17",5.22,"4.72",1.195,51,"Sichuan","Leshan","四川","乐山市",NA,NA,NA,54,20,"224839","84816",4253,"4367",1757751,442680,10123,3800,1665,523,3,FALSE
"5111-1996","1996","5111","乐山","乐山",673.5,"111.31",111.69,"39.79",4.57,"3.86",1.195,51,"Sichuan","Leshan","四川","乐山市",NA,NA,NA,54,20,"243911","92343",4584,"4770",1946273,487232,42067,39548,37980,36372,4,FALSE
"5111-1997","1997","5111","乐山","乐山",343.35,"111.53",77.31,"40.16",3.89,"2.04",1.195,51,"Sichuan","Leshan","四川","乐山市",NA,NA,NA,36.26,18.82,"186973","89934",5156,"4779",1218879,549415,4338,2000,10098,9301,5,FALSE
"5111-1998","1998","5111","乐山","乐山",344.47,"111.93",78.6,"41.04",6.61,"6.45",1.195,51,"Sichuan","Leshan","四川","乐山市",NA,NA,NA,28.58,13.47,"164169","91191",5744,"6770",1317615,594313,25303,24983,40545,7830,6,TRUE
"5111-1999","1999","5111","乐山","乐山",345.12,"112.01",79.49,"41.11",2.34,"2.22",1.195,51,"Sichuan","Leshan","四川","乐山市",NA,NA,NA,26,12,"170986","82260",6526,"6782",1404103,626132,2743,2201,10145,8748,7,TRUE
"5111-2000","2000","5111","乐山","乐山",345.9,"    112.25",80.38,"    41.24",1.99,"    1.36",1.195,51,"Sichuan","Leshan","四川","乐山市",NA,NA,NA,24.99,14.41,"    185669","    89781",7430,"    6230",1460203,613597,2233,1077,12983,11725,8,TRUE
"5111-2001","2001","5111","乐山","乐山",346.46,"112.45",81.49,"41.68",0.97,"0.56",1.195,51,"Sichuan","Leshan","四川","乐山市",NA,NA,NA,24.04,11.64,"201733","97823",8391.56,"8404.04",1610762,684248,7243,3051,13404,10518,9,TRUE
"5111-2002","2002","5111","乐山","乐山",346.86,"112.65",82.6,"42.22",1.05,"0.24",1.195,51,"Sichuan","Leshan","四川","乐山市",NA,NA,NA,24.09,12.08,"234880","117034",9750.1,"9688.25",1798019,766713,20817,20079,13949,10418,10,TRUE
"5111-2003","2003","5111","乐山","乐山",347.63,"113.12",84.8,"42.96",1.55,"0.98",1.195,51,"Sichuan","Leshan","四川","乐山市",NA,NA,NA,25.75,12.92,"270940","136024",10521.94,"10528.17",2155616,909807,13225,8103,8103,5503,11,TRUE
